address,lat,lon
"세종특별자치시 한누리대로 350, 뱅크빌딩 4층 401호 (어진동)",36.498,127.268
"세종특별자치시 한누리대로 2257, 판타지타워 404, 405호 (대평동)",36.472,127.275
"세종특별자치시 나성북로 30, 퍼스트원 632,633,634,635호 (나성동)",36.507,127.258
"세종특별자치시 한누리대로 265, 명동프라자 7층 701,702,703호 (나성동)",36.507,127.258
"세종특별자치시 마음로 78, 세종 스마트큐브Ⅱ 203,204호 (고운동)",36.51,127.248
"세종특별자치시  마음로 272-17, 세종 NS타워 3차 4층 (고운동)",36.51,127.248
"세종특별자치시  마음로 272-17, 세종NS타워 3차 3층 (고운동)",36.51,127.248
"세종특별자치시 나성북로 30, 퍼스트원 533,534,535,547,548,549호 (나성동)",36.507,127.258
"세종특별자치시 절재로 194, 중앙타운 5층 512호 (어진동)",36.498,127.268
"세종특별자치시 해밀3로 43, 스카이드림 303호 (해밀동)",36.535,127.272
"세종특별자치시 절재로 194, 중앙타운 704호 (어진동)",36.498,127.268
"세종특별자치시 한누리대로 2022, 아이콤스타타워 301,302,303,308호 (소담동)",36.544,127.258
"세종특별자치시 한누리대로 1844, 행복드림타워 3층 301호~306호 (반곡동)",36.462,127.283
"세종특별자치시 한누리대로 331, 3층 320~323호 (나성동, SR파크센텀)",36.507,127.258
"세종특별자치시 한누리대로 265, 명동프라자 603~607호 (나성동)",36.507,127.258
"세종특별자치시 절재로 194, 중앙타운 4층 406호 (어진동)",36.498,127.268
"세종특별자치시 소담3로 8, 새샘마을7단지 근린생활시설 1층 5호 (소담동)",36.544,127.258
"세종특별자치시 한누리대로 275, 형성프라자 405,406,407호 (나성동)",36.507,127.258
"세종특별자치시 보듬3로 158, 아름메디컬센터 4층 401~405호 (아름동)",36.488,127.28
"세종특별자치시 한누리대로 253, 에스빌딩 501호 (나성동)",36.507,127.258
"세종특별자치시 한누리대로 1828, 시드니블루 407,408호 (반곡동)",36.462,127.283
"세종특별자치시 나성북로 30, 퍼스트원 550~562호 (나성동)",36.507,127.258
"세종특별자치시 나성로 38, 세종가로수길 A301,A302a,A302,A303호 (나성동)",36.507,127.258
"세종특별자치시 한누리대로 1820, 왕관빌딩 401,402,403-1호 (반곡동)",36.462,127.283
"세종특별자치시 한누리대로 265, 명동프라자 406~407호 (나성동)",36.507,127.258
"세종특별자치시 한누리대로 2012, 코끼리타워 301,302,303호 (소담동)",36.544,127.258
"세종특별자치시 한누리대로 169, 세종행복타워 503~505호 (나성동)",36.507,127.258
"세종특별자치시 아름서1길 13-12, 세종 제이디빌딩 201,202호 (아름동)",36.488,127.28
"세종특별자치시 조치원읍 새내8길 7, 3~4층",36.602,127.297
"세종특별자치시 해밀3로 43, 스카이드림 501,502호 (해밀동)",36.535,127.272
"세종특별자치시 도움1로 108, 몰리브(Mallive) 4층 405~406호 (종촌동)",36.503,127.255
"세종특별자치시 해밀3로 43, 스카이드림 3층 301,302호 (해밀동)",36.535,127.272
"세종특별자치시 해밀3로 43, 스카이드림 6층 602,603,604호 (해밀동)",36.535,127.272
"세종특별자치시 해밀3로 43, 스카이드림 504호 (해밀동)",36.535,127.272
"세종특별자치시 나성로 96, 더센트럴 519호 (나성동)",36.507,127.258
"세종특별자치시 한누리대로 1958, 법조타운A 4층 401~410호 (소담동)",36.544,127.258
"세종특별자치시 해밀3로 51, 스카이허브 404,405호 (해밀동)",36.535,127.272
"세종특별자치시 해밀3로 51, 스카이허브 303,304호 (해밀동)",36.535,127.272
"세종특별자치시 남세종로 458, 아리랑빌딩 303호 (보람동)",36.553,127.268
"세종특별자치시 도움8로 91, 세종마치 402호 (어진동)",36.498,127.268
"세종특별자치시 한누리대로 245, 에스알파크원 402,403호 (나성동)",36.507,127.258
"세종특별자치시 한누리대로 275, 형성프라자 501,502,503호 (나성동)",36.507,127.258
"세종특별자치시 한누리대로 1958, 법조타운A 3층 301~310호 (소담동)",36.544,127.258
"세종특별자치시 한누리대로 265, 명동프라자 3층 (나성동)",36.507,127.258
"세종특별자치시 나성북로 30, 퍼스트원 6층 648호~655호 (나성동)",36.507,127.258
"세종특별자치시 한누리대로 2009, 펠리체타워2 203호 (소담동)",36.544,127.258
"세종특별자치시 한누리대로 275, 형성프라자 301호~303호 (나성동)",36.507,127.258
"세종특별자치시 한누리대로 273, 새롬씨티 502호, 503호 (나성동)",36.507,127.258
"세종특별자치시 다정중앙로 46, 2층 (다정동)",36.527,127.265
"세종특별자치시 한누리대로 2257, 판타지타워 205호 (대평동)",36.472,127.275
"세종특별자치시 새롬중앙로 63, 세종온누리타워 202호,203호 (새롬동)",36.519,127.258
"세종특별자치시 한누리대로 2143, 금강시티타워 204~206호 (보람동)",36.553,127.268
"세종특별자치시 절재로 194, 중앙타운 303호 (어진동)",36.498,127.268
"세종특별자치시 한누리대로 2149, 엔젤타워 404호~407호 (보람동)",36.553,127.268
"세종특별자치시 한누리대로 1820, 왕관빌딩 302,306-1,306-2,307,314-2,315호 (반곡동)",36.462,127.283
"세종특별자치시 한누리대로 265, 명동프라자 5층 (나성동)",36.507,127.258
"세종특별자치시 한누리대로 1828, 시드니블루 401호,402호 (반곡동)",36.462,127.283
"세종특별자치시 한누리대로 2165, 호려울마을7단지 근린생활시설 752동 A302~308-1, A315~A320호 (보람동)",36.553,127.268
"세종특별자치시 조치원읍 새내8길 7, 2층",36.602,127.297
"세종특별자치시 한누리대로 265, 명동프라자 501~504호 (나성동)",36.507,127.258
"세종특별자치시 누리로 110, 403,404호 (한솔동)",36.48,127.262
"세종특별자치시 한누리대로 350, 뱅크빌딩 4층 2호 (어진동)",36.498,127.268
"세종특별자치시 한누리대로 2275, 알파메디컬센터 303~306호 (대평동)",36.472,127.275
"세종특별자치시 한누리대로 1824, 301~303호 (반곡동)",36.462,127.283
"세종특별자치시 한누리대로 2257, 판타지타워 304호 (대평동)",36.472,127.275
"세종특별자치시 조치원읍 도원2로 39, 3층",36.602,127.297
"세종특별자치시 한누리대로 2143, 금강시티타워 403~404호 (보람동)",36.553,127.268
"세종특별자치시 한누리대로 1824, 401,402호 (반곡동)",36.462,127.283
"세종특별자치시 마음로 272-4, 고운메디프라자 201호 (고운동)",36.51,127.248
"세종특별자치시 한누리대로 1824, 조이프라자 405~406호 (반곡동)",36.462,127.283
"세종특별자치시 한누리대로 1820, 왕관빌딩 407~408호 (반곡동)",36.462,127.283
"세종특별자치시 고운서길 19, 세종 스마트큐브Ⅰ 301~303,305~308호 (고운동)",36.51,127.248
"세종특별자치시 도움3로 105-7, 메디케어빌딩 303호 (종촌동)",36.503,127.255
"세종특별자치시 다정중앙로 52, 페스티발2 402~404호 (다정동)",36.527,127.265
"세종특별자치시 다정중앙로 57, 다정센타프라자 203호 (다정동)",36.527,127.265
"세종특별자치시 도움1로 106, 메가시티 610,615-1호 (종촌동)",36.503,127.255
"세종특별자치시 한누리대로 1820, 왕관빌딩 503-1,503-2,504호 (반곡동)",36.462,127.283
"세종특별자치시 한누리대로 2144, 스마트허브Ⅱ 301호 (보람동)",36.553,127.268
"세종특별자치시 한누리대로 253, 에스빌딩 502호 (나성동)",36.507,127.258
"세종특별자치시 새롬중앙로 62-15, 해피라움W 403,404호 (새롬동)",36.519,127.258
"세종특별자치시 새롬중앙로 64, 세종영광프라자 4층 402호 (새롬동)",36.519,127.258
"세종특별자치시 한누리대로 2018, 사이언스타운 501호, 506~508호호 (소담동)",36.544,127.258
"세종특별자치시 한누리대로 2143, 금강시티타워 405,406호 (보람동)",36.553,127.268
"세종특별자치시 한누리대로 2281, SM메디컬센터 410호 (대평동)",36.472,127.275
"세종특별자치시 한누리대로 1828, 시드니블루 403호,404호호 (반곡동)",36.462,127.283
"세종특별자치시 호려울로 19, 스마트허브Ⅲ 304호 (보람동)",36.553,127.268
"세종특별자치시 한누리대로 583, 도담센트럴프라자 4층 401,402호 (도담동)",36.498,127.27
"세종특별자치시 조치원읍 새내로 97, 조치원메디컬센터 502호",36.602,127.297
세종특별자치시 연서면 봉암길 8,36.567,127.24
"세종특별자치시 조치원읍 세종로 2282, 502호, 503호, 504호",36.602,127.297
세종특별자치시 조치원읍 새내로 132,36.602,127.297
"세종특별자치시 다정중앙로 39, 다정센터프라자2 401,402호 (다정동)",36.527,127.265
"세종특별자치시 마음로 272-3, 고운에듀프라자 303,304호 (고운동)",36.51,127.248
"세종특별자치시 한누리대로 492, 청암빌딩 403,404,407호 (어진동)",36.498,127.268
"세종특별자치시 한누리대로 273, 새롬씨티 3층 302,303,304호 (나성동)",36.507,127.258
"세종특별자치시 한누리대로 2135, 스타힐타워1 304호 (보람동)",36.553,127.268
"세종특별자치시 다정중앙로 52, 페스티발2 605~614호 (다정동)",36.527,127.265
"세종특별자치시 다정중앙로 58, 다정메디프라자 5층 502~505호 (다정동)",36.527,127.265
"세종특별자치시 한누리대로 589, 해피라움7 304,305-1,305-2,305-3,702-1,702-2호(도담동) (도담동)",36.498,127.27
"세종특별자치시 한누리대로 492, 청암홈빌딩 501~504호 (어진동)",36.498,127.268
"세종특별자치시 한누리대로 2135, 스타힐타워1 201,202호 (보람동)",36.553,127.268
"세종특별자치시 한누리대로 169, 세종행복타워 302호 (나성동)",36.507,127.258
"세종특별자치시 한누리대로 492, 청암빌딩 405,406호 (어진동)",36.498,127.268
"세종특별자치시 한누리대로 253, 에스빌딩 302~304호 (나성동)",36.507,127.258
"세종특별자치시 한누리대로 2236, 해들마을 6단지 상가동 2층 C214,C215호 (대평동)",36.472,127.275
"세종특별자치시 전의면 운주산로 1191, 2층",36.614,127.325
"세종특별자치시 조치원읍 조치원8길 6, 2층",36.602,127.297
"세종특별자치시 한누리대로 492, 청암빌딩 401,402호 (어진동)",36.498,127.268
"세종특별자치시 한누리대로 2281, SM메디컬센터 3층 (대평동)",36.472,127.275
"세종특별자치시 한누리대로 2143, 금강시티타워 303~306호 (보람동)",36.553,127.268
"세종특별자치시 다정북로 109, 204,205호 (다정동, 가온마을3단지)",36.527,127.265
"세종특별자치시 한누리대로 2257, 판타지타워 305호 (대평동)",36.472,127.275
"세종특별자치시 보듬3로 150, 아름 행복타워 502호 (아름동)",36.488,127.28
"세종특별자치시 보듬3로 150, 아름 행복타워 5층 501,502,503호 (아름동)",36.488,127.28
"세종특별자치시 조치원읍 새내로 97, 2층, 7층",36.602,127.297
"세종특별자치시 한누리대로 2265, 세종메디컬센터 5층, 6층층 (대평동)",36.472,127.275
"세종특별자치시 한누리대로 2265, 세종메디컬센터 302,303호 (대평동)",36.472,127.275
"세종특별자치시 한누리대로 2018, 사이언스타운 307,308호 (소담동)",36.544,127.258
"세종특별자치시 다정중앙로 51, 더다정빌딩 2층 203호 (다정동)",36.527,127.265
"세종특별자치시 소담1로 16, 지엘플렉스2 404호 (소담동)",36.544,127.258
"세종특별자치시 새롬중앙로 67, 오렌지빌딩 302, 303호 (새롬동)",36.519,127.258
"세종특별자치시 다정중앙로 57, 다정센타프라자 306,307호 (다정동)",36.527,127.265
"세종특별자치시 새롬중앙로 33, 새뜸프라자 303, 304호 (새롬동)",36.519,127.258
"세종특별자치시 다정중앙로 51, 더다정빌딩 501,502,503호 (다정동)",36.527,127.265
"세종특별자치시 다정중앙로 58, 다정메디프라자 302,303호 (다정동)",36.527,127.265
"세종특별자치시 다정중앙로 57, 다정센타프라자 303호 (다정동)",36.527,127.265
"세종특별자치시 한누리대로 2022, 아이콤스타타워 402,403호 (소담동)",36.544,127.258
"세종특별자치시 다정중앙로 51, 더다정빌딩 505호 (다정동)",36.527,127.265
"세종특별자치시 보듬4로 9, 4F-6호, 4F-7호호 (도담동, 도램마을11단지)",36.498,127.27
"세종특별자치시 도움1로 106, 메가시티 3층 301호 (종촌동)",36.503,127.255
"세종특별자치시 보듬3로 150, 아름 행복타워 3,4층 (아름동)",36.488,127.28
"세종특별자치시 조치원읍 새내로 102, 1,2층",36.602,127.297
"세종특별자치시 다정중앙로 52, 페스티발2 510,511,512,513호 (다정동)",36.527,127.265
"세종특별자치시 다정중앙로 57, 다정센타프라자 305호 (다정동)",36.527,127.265
"세종특별자치시 한누리대로 499, 세종포스트빌딩 201-3,301호 (어진동)",36.498,127.268
"세종특별자치시 절재로 194, 중앙타운 301호 (어진동)",36.498,127.268
"세종특별자치시 절재로 194, 중앙타운 301호,302(일부)호 (어진동)",36.498,127.268
"세종특별자치시 한누리대로 275, 형성프라자 401~404호 (나성동)",36.507,127.258
"세종특별자치시 한누리대로 2012, 코끼리타워 401호,402호 (소담동)",36.544,127.258
"세종특별자치시 한누리대로 2016, 타임빌딩 401호,402호 (소담동)",36.544,127.258
"세종특별자치시 한누리대로 253, 에스빌딩 603호,604호 (나성동)",36.507,127.258
"세종특별자치시 새롬중앙로 33, 새뜸프라자 302호 (새롬동)",36.519,127.258
"세종특별자치시 새롬중앙로 55, 3층 (새롬동, 행운빌딩)",36.519,127.258
"세종특별자치시 남세종로 454, 405호 (보람동, 강남제일타워)",36.553,127.268
"세종특별자치시 한누리대로 2022, 504호,505호 (소담동, 아크레타 아이콤스타타워)",36.544,127.258
"세종특별자치시 한누리대로 2022, 404호,405호 (소담동, 아크레타 아이콤스타타워)",36.544,127.258
"세종특별자치시 새롬로 14, 3층 (새롬동)",36.519,127.258
"세종특별자치시 새롬중앙로 55, 201호 (새롬동, 행운빌딩)",36.519,127.258
"세종특별자치시 한누리대로 2016, 404호,405호 (소담동, 타임빌딩)",36.544,127.258
"세종특별자치시 새롬중앙로 34, 415호,416호,417호 (새롬동, 크리스마스빌딩)",36.519,127.258
"세종특별자치시 새롬중앙로 55, 401호,402호403호 (새롬동, 행운빌딩)",36.519,127.258
"세종특별자치시 남세종로 458, 아리랑빌딩 201,202호 (보람동)",36.553,127.268
"세종특별자치시 한누리대로 2264, 3층 (대평동, 씨티오브드림)",36.472,127.275
"세종특별자치시 새롬중앙로 62-15, 401호,402(일부)호 (새롬동, 해피라움W)",36.519,127.258
"세종특별자치시 새롬중앙로 67, 503호,504호,505호,506호 (새롬동, 오렌지빌딩)",36.519,127.258
"세종특별자치시 새롬중앙로 67, 304호 (새롬동, 오렌지빌딩)",36.519,127.258
"세종특별자치시 새롬중앙로 62-15, 505호 (새롬동, 해피라움W)",36.519,127.258
"세종특별자치시 새롬중앙로 59, 303호 (새롬동, 새롬빌딩)",36.519,127.258
"세종특별자치시 새롬중앙로 51, 303호 (새롬동, 에스월드빌딩)",36.519,127.258
"세종특별자치시 남세종로 454, 403호 (보람동, 강남제일타워)",36.553,127.268
"세종특별자치시 한누리대로 273, 새롬씨티 307,402,706,707호 (나성동)",36.507,127.258
"세종특별자치시 새롬중앙로 64, 404호 (새롬동, 세종영광프라자)",36.519,127.258
"세종특별자치시 남세종로 454, 404호 (보람동, 강남제일타워)",36.553,127.268
"세종특별자치시 새롬중앙로 59, 302호 (새롬동, 새롬빌딩)",36.519,127.258
"세종특별자치시 새롬중앙로 34, 311호 (새롬동, 크리스마스빌딩)",36.519,127.258
"세종특별자치시 나성로 125-16, 7~8층 (나성동, 스타타워)",36.507,127.258
"세종특별자치시 새롬중앙로 34, 408호 (새롬동, 크리스마스빌딩)",36.519,127.258
"세종특별자치시 새롬중앙로 64, 301~302호 (새롬동, 세종영광프라자)",36.519,127.258
"세종특별자치시 한누리대로 2016, 302~309호 (소담동, 타임빌딩)",36.544,127.258
"세종특별자치시 한누리대로 245, 404~405호 (나성동, 에스알파크원)",36.507,127.258
"세종특별자치시 부강면 부강로 42, 105.106.107호",36.53,127.355
"세종특별자치시 한누리대로 2265, 세종메디컬센터 304~306호, 505호 (대평동)",36.472,127.275
"세종특별자치시 도움1로 106, 401~402호,405~408호,416호 (종촌동, 메가시티)",36.503,127.255
"세종특별자치시 새롬중앙로 59, 403호 (새롬동, 새롬빌딩)",36.519,127.258
"세종특별자치시 새롬중앙로 47, 304호 (새롬동, 세움빌딩)",36.519,127.258
"세종특별자치시 새롬중앙로 47, 405호 (새롬동, 세움빌딩)",36.519,127.258
"세종특별자치시 한누리대로 245, 401호 (나성동, 에스알파크원)",36.507,127.258
"세종특별자치시 나성로 96, 더센트럴 421호 (나성동)",36.507,127.258
"세종특별자치시 남세종로 466, 303호 (보람동, 아평빌딩)",36.553,127.268
"세종특별자치시 한누리대로 2018, 304~305호 (소담동, 사이언스타운)",36.544,127.258
"세종특별자치시 한누리대로 2018, 407~408호 (소담동, 사이언스타운)",36.544,127.258
"세종특별자치시 한누리대로 249, 에스제이타워 408~410,507호 (나성동)",36.507,127.258
"세종특별자치시 가온로 8, 혜원빌딩 2~3층 (다정동)",36.527,127.265
"세종특별자치시 한누리대로 2018, 사이언스타운 4층 403~406호 (소담동)",36.544,127.258
"세종특별자치시 한누리대로 249, 406~407호 (나성동, 에스제이타워)",36.507,127.258
"세종특별자치시 다정중앙로 45, 다정프라자 304호~305호 (다정동)",36.527,127.265
"세종특별자치시 남세종로 466, 403호 (보람동, 아평빌딩)",36.553,127.268
"세종특별자치시 도움1로 106, 메가시티 409호 (종촌동)",36.503,127.255
"세종특별자치시 한누리대로 2129, 스타힐타워Ⅱ 401~405,409,412~415호 (보람동)",36.553,127.268
"세종특별자치시 한누리대로 169, 스타벅스 행복타워 303호,305호,308호 (나성동)",36.507,127.258
"세종특별자치시 보듬3로 143, 304,305,306호 (아름동, 대영프라자)",36.488,127.28
"세종특별자치시 한누리대로 249, 307호 (나성동, 에스제이타워)",36.507,127.258
"세종특별자치시 조치원읍 새내로 63, 2층",36.602,127.297
"세종특별자치시 보듬3로 143, 502,503호 (아름동, 대영프라자)",36.488,127.28
"세종특별자치시 조치원읍 조치원로 22, 4층",36.602,127.297
"세종특별자치시 나성북로 9, 701,702호 (나성동, 메가타워1)",36.507,127.258
"세종특별자치시 한누리대로 2143, 407호 (보람동, 금강시티타워)",36.553,127.268
"세종특별자치시 아름서1길 13-12, 403,404호 (아름동, 제이디빌딩)",36.488,127.28
"세종특별자치시 마음로 264, 301층 (고운동, 고운프라자)",36.51,127.248
"세종특별자치시 한누리대로 499, 402호 (어진동, 세종미디어프라자)",36.498,127.268
"세종특별자치시 절재로 194, 508호 (어진동, 중앙타운)",36.498,127.268
"세종특별자치시 한누리대로 2257, 판타지타워 203호 (대평동)",36.472,127.275
"세종특별자치시 도움1로 106, 메가시티 501,505,506,507호 (종촌동)",36.503,127.255
"세종특별자치시 조치원읍 새내10길 12, 2층",36.602,127.297
"세종특별자치시 고운서길 19, 304호 (고운동, 스마트큐브1)",36.51,127.248
"세종특별자치시  한누리대로 2135, 302,303,301호 (보람동, 스타힐타워1) (보람동)",36.553,127.268
"세종특별자치시 도움1로 106, 메가시티 403,404,414호 (종촌동)",36.503,127.255
"세종특별자치시 한누리대로 253, 503호 (나성동, 에스빌딩)",36.507,127.258
"세종특별자치시 도움1로 106, 510호 (종촌동, 메가시티)",36.503,127.255
"세종특별자치시 새롬중앙로 62-15, 해피라움W 303,304호 (새롬동)",36.519,127.258
"세종특별자치시 도움1로 106, 메가시티 502,508,509,514호 (종촌동)",36.503,127.255
"세종특별자치시 도움1로 108, 408.409호 (종촌동, 몰리브)",36.503,127.255
"세종특별자치시 보듬3로 100, 해피라움1 201~203호 (아름동)",36.488,127.28
"세종특별자치시 한누리대로 273, 601~604호 (나성동)",36.507,127.258
"세종특별자치시 절재로 154, 1층 (어진동, 홈플러스 세종점)",36.498,127.268
"세종특별자치시 도움3로 105-7, 403.404.405호 (종촌동, 메디케어)",36.503,127.255
"세종특별자치시 나성북로 21, 센트럴타워 506호 (나성동)",36.507,127.258
"세종특별자치시 보듬3로 8-27, 403-1호 (도담동, 새한빌딩)",36.498,127.27
"세종특별자치시 보듬3로 143, 405,406호 (아름동, 대영프라자)",36.488,127.28
"세종특별자치시 보듬3로 100, 해피라움1 204,205호 (아름동)",36.488,127.28
"세종특별자치시 금남면 용포로 80, 2층",36.538,127.336
"세종특별자치시 보듬3로 100, 405-2호 (아름동, 해피라움1)",36.488,127.28
"세종특별자치시 마음로 74, 302.303호 (고운동, 그랜드프라자)",36.51,127.248
"세종특별자치시 도움1로 108, 413호 (종촌동, 몰리브)",36.503,127.255
"세종특별자치시 보듬3로 92, 해피라움2 403,404,405호 (아름동)",36.488,127.28
"세종특별자치시 도움1로 108, 402-2.420호 (종촌동, 몰리브)",36.503,127.255
"세종특별자치시 도움1로 108, 410.411호 (종촌동, 몰리브)",36.503,127.255
"세종특별자치시 보듬3로 91, 303.304호 (아름동, 해피라움4)",36.488,127.28
"세종특별자치시 마음로 70, 302.303호 (고운동, 에셀프라자)",36.51,127.248
"세종특별자치시 마음로 74, 그랜드프라자 202,203호 (고운동)",36.51,127.248
"세종특별자치시 조치원읍 조치원로 42, 2층",36.602,127.297
"세종특별자치시 조치원읍 조치원로 7, 3층",36.602,127.297
"세종특별자치시 금남면 청룡안길 114-112, 1.2동 2.3층",36.538,127.336
"세종특별자치시 절재로 194, 505호,506호 (어진동, 중앙타운)",36.498,127.268
"세종특별자치시 한누리대로 273, 새롬씨티 403,404,407,408호 (나성동)",36.507,127.258
"세종특별자치시 절재로 194, 504호 (어진동, 세종드림)",36.498,127.268
"세종특별자치시 절재로 194, 403,404호 (어진동, 세종드림)",36.498,127.268
"세종특별자치시 마음로 70, 304호 (고운동, 에셀프라자)",36.51,127.248
"세종특별자치시 절재로 194, 중앙타운 801,802호 (어진동)",36.498,127.268
"세종특별자치시 한누리대로 253, 에스빌딩 301호 (나성동)",36.507,127.258
"세종특별자치시 절재로 194, 604호 (어진동, 세종드림)",36.498,127.268
"세종특별자치시 절재로 194, 중앙타운 401,402,405호 (어진동)",36.498,127.268
"세종특별자치시 고운서길 10, 303호 (고운동, 대현빌딩)",36.51,127.248
"세종특별자치시 절재로 194, 408.409호 (어진동, 세종드림)",36.498,127.268
"세종특별자치시 도움3로 105-7, 401호 (종촌동, 메디케어)",36.503,127.255
"세종특별자치시 절재로 194, 중앙타운 413호, 414호 (어진동)",36.498,127.268
"세종특별자치시 달빛로 47, 301호 (종촌동, 종촌파크프라자)",36.503,127.255
"세종특별자치시 달빛로 45, The Riverside 401~404, 503호 (종촌동)",36.503,127.255
"세종특별자치시 한누리대로 165, 세종메디피아 302,303호 (나성동)",36.507,127.258
"세종특별자치시 한누리대로 583, 도담센트럴프라자 501,502,506호 (도담동)",36.498,127.27
"세종특별자치시 한누리대로 583, 503호 (도담동, 도담센트럴프라자)",36.498,127.27
"세종특별자치시 보듬3로 6, 204.205호 (도담동, 라온프라이빗시티2상가)",36.498,127.27
"세종특별자치시 보듬3로 8-12, 101-2.102호 (도담동, 라온프라이빗시티1상가)",36.498,127.27
